Tipo,DIRECCION,Mes,ï¿½rdenes completas Soportes,Ticket Repetido,PorcentajeTR
DISTRITO,IZTAPALAPA,1,1374,116,0.084425036
DISTRITO,IZTAPALAPA,2,1325,83,0.062641509
DISTRITO,IZTAPALAPA,3,1505,115,0.07641196
DISTRITO,IZTAPALAPA,4,1506,131,0.086985392
DISTRITO,JUAREZ NORTE,1,4047,1005,0.248332098
DISTRITO,JUAREZ NORTE,2,3691,920,0.249254944
DISTRITO,JUAREZ NORTE,3,4140,866,0.209178744
DISTRITO,JUAREZ NORTE,4,4445,981,0.220697413
DISTRITO,JUAREZ SUR,1,3360,630,0.1875
DISTRITO,JUAREZ SUR,2,3214,588,0.182949596
DISTRITO,JUAREZ SUR,3,3554,542,0.152504221
DISTRITO,JUAREZ SUR,4,3572,480,0.134378499
DISTRITO,LA LAGUNA GOMEZ,1,619,58,0.093699515
DISTRITO,LA LAGUNA GOMEZ,2,692,55,0.079479769
DISTRITO,LA LAGUNA GOMEZ,3,916,81,0.088427948
DISTRITO,LA LAGUNA GOMEZ,4,868,81,0.093317972
DISTRITO,LA LAGUNA TORREON,1,845,69,0.081656805
DISTRITO,LA LAGUNA TORREON,2,824,92,0.111650485
DISTRITO,LA LAGUNA TORREON,3,789,65,0.082382763
DISTRITO,LA LAGUNA TORREON,4,958,86,0.089770355
DISTRITO,LAS AGUILAS,1,830,81,0.097590361
DISTRITO,LAS AGUILAS,2,894,91,0.101789709
DISTRITO,LAS AGUILAS,3,902,79,0.087583149
DISTRITO,LAS AGUILAS,4,838,64,0.076372315
DISTRITO,LOS MOCHIS,1,314,24,0.076433121
DISTRITO,LOS MOCHIS,2,279,16,0.05734767
DISTRITO,LOS MOCHIS,3,364,19,0.052197802
DISTRITO,LOS MOCHIS,4,363,24,0.066115702
DISTRITO,LOS REYES,1,858,37,0.043123543
DISTRITO,LOS REYES,2,836,49,0.05861244
DISTRITO,LOS REYES,3,940,42,0.044680851
DISTRITO,LOS REYES,4,750,38,0.050666667
DISTRITO,MAZATLAN,1,784,84,0.107142857
DISTRITO,MAZATLAN,2,684,75,0.109649123
DISTRITO,MAZATLAN,3,726,62,0.085399449
DISTRITO,MAZATLAN,4,616,52,0.084415584
DISTRITO,MERIDA NORTE,1,1268,173,0.136435331
DISTRITO,MERIDA NORTE,2,1204,146,0.121262458
DISTRITO,MERIDA NORTE,3,1412,173,0.122521246
DISTRITO,MERIDA NORTE,4,1158,131,0.113126079
DISTRITO,MERIDA SUR,1,881,73,0.082860386
DISTRITO,MERIDA SUR,2,935,86,0.09197861
DISTRITO,MERIDA SUR,3,1257,119,0.094669849
DISTRITO,MERIDA SUR,4,1218,119,0.097701149
DISTRITO,MEXICALI,1,942,66,0.070063694
DISTRITO,MEXICALI,2,974,86,0.088295688
DISTRITO,MEXICALI,3,1210,90,0.074380165
DISTRITO,MEXICALI,4,1068,97,0.09082397
DISTRITO,MORELIA,1,573,29,0.05061082
DISTRITO,MORELIA,2,530,38,0.071698113
DISTRITO,MORELIA,3,640,41,0.0640625
DISTRITO,MORELIA,4,604,33,0.054635762
DISTRITO,MTY AEROPUERTO,1,532,69,0.129699248
DISTRITO,MTY AEROPUERTO,2,609,105,0.172413793
DISTRITO,MTY AEROPUERTO,3,672,119,0.177083333
DISTRITO,MTY AEROPUERTO,4,773,175,0.226390686
DISTRITO,MTY CARRETERA NACIONAL,1,908,169,0.186123348
DISTRITO,MTY CARRETERA NACIONAL,2,1226,191,0.155791191
DISTRITO,MTY CARRETERA NACIONAL,3,1212,229,0.188943894
DISTRITO,MTY CARRETERA NACIONAL,4,1193,231,0.193629505
DISTRITO,MTY CERRO DE LA SILLA,1,1570,230,0.146496815
DISTRITO,MTY CERRO DE LA SILLA,2,1428,207,0.144957983
DISTRITO,MTY CERRO DE LA SILLA,3,1462,169,0.115595075
DISTRITO,MTY CERRO DE LA SILLA,4,1500,193,0.128666667
DISTRITO,MTY GARCIA,1,1274,194,0.152276295
DISTRITO,MTY GARCIA,2,1373,247,0.179898034
DISTRITO,MTY GARCIA,3,1376,227,0.16497093
DISTRITO,MTY GARCIA,4,1392,213,0.153017241
DISTRITO,MTY MITRAS,1,1766,284,0.160815402
DISTRITO,MTY MITRAS,2,1461,257,0.175906913
DISTRITO,MTY MITRAS,3,1813,273,0.150579151
DISTRITO,MTY MITRAS,4,1922,302,0.157127992
DISTRITO,MTY SANTA LUCIA,1,2050,258,0.125853659
DISTRITO,MTY SANTA LUCIA,2,1851,234,0.126418152
DISTRITO,MTY SANTA LUCIA,3,2055,246,0.119708029
DISTRITO,MTY SANTA LUCIA,4,2407,320,0.132945575
DISTRITO,MTY SENDERO DIVISORIO,1,1690,206,0.121893491
DISTRITO,MTY SENDERO DIVISORIO,2,1422,164,0.11533052
DISTRITO,MTY SENDERO DIVISORIO,3,1623,166,0.102279729
DISTRITO,MTY SENDERO DIVISORIO,4,2048,279,0.136230469
DISTRITO,MTY SIERRA MADRE,1,1542,273,0.177042802
DISTRITO,MTY SIERRA MADRE,2,1251,153,0.122302158
DISTRITO,MTY SIERRA MADRE,3,1247,139,0.111467522
DISTRITO,MTY SIERRA MADRE,4,1505,208,0.13820598
DISTRITO,NAUCALPAN,1,580,51,0.087931034
DISTRITO,NAUCALPAN,2,572,58,0.101398601
DISTRITO,NAUCALPAN,3,666,35,0.052552553
DISTRITO,NAUCALPAN,4,606,30,0.04950495
DISTRITO,NEZA 1,1,1358,70,0.051546392
DISTRITO,NEZA 1,2,1307,74,0.05661821
DISTRITO,NEZA 1,3,1500,88,0.058666667
DISTRITO,NEZA 1,4,1492,89,0.059651475
DISTRITO,NEZA 2,1,1504,123,0.081781915
DISTRITO,NEZA 2,2,1409,103,0.07310149
DISTRITO,NEZA 2,3,1436,93,0.064763231
DISTRITO,NEZA 2,4,1577,103,0.065313887
DISTRITO,NICOLAS ROMERO,1,1125,108,0.096
DISTRITO,NICOLAS ROMERO,2,1139,85,0.074626866
DISTRITO,NICOLAS ROMERO,3,1169,106,0.090675791
DISTRITO,NICOLAS ROMERO,4,1165,93,0.079828326
DISTRITO,OJO DE AGUA,1,518,43,0.083011583
DISTRITO,OJO DE AGUA,2,517,35,0.067698259
DISTRITO,OJO DE AGUA,3,517,47,0.090909091
DISTRITO,OJO DE AGUA,4,533,44,0.082551595
DISTRITO,PACHUCA,1,1453,103,0.070887818
DISTRITO,PACHUCA,2,1387,83,0.059841384
DISTRITO,PACHUCA,3,1487,101,0.067921991
DISTRITO,PACHUCA,4,1525,102,0.066885246
DISTRITO,PEDREGAL,1,1095,83,0.075799087
DISTRITO,PEDREGAL,2,1246,97,0.077849117
DISTRITO,PEDREGAL,3,1230,87,0.070731707
DISTRITO,PEDREGAL,4,1239,94,0.075867635
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,4,11,2,0.181818182
DISTRITO,POLANCO,1,766,106,0.138381201
DISTRITO,POLANCO,2,793,97,0.122320303
DISTRITO,POLANCO,3,908,84,0.092511013
DISTRITO,POLANCO,4,857,93,0.108518086
DISTRITO,PORTALES,1,1712,146,0.085280374
DISTRITO,PORTALES,2,1385,127,0.091696751
DISTRITO,PORTALES,3,1639,140,0.085417938
DISTRITO,PORTALES,4,1866,154,0.082529475
DISTRITO,POZA RICA,1,309,28,0.090614887
DISTRITO,POZA RICA,2,256,13,0.05078125
DISTRITO,POZA RICA,3,283,24,0.084805654
DISTRITO,POZA RICA,4,257,13,0.050583658
DISTRITO,PUE ANGELOPOLIS,1,932,40,0.042918455
DISTRITO,PUE ANGELOPOLIS,2,881,41,0.046538025
DISTRITO,PUE ANGELOPOLIS,3,1058,53,0.050094518
DISTRITO,PUE ANGELOPOLIS,4,1031,46,0.044616877
DISTRITO,PUE LA NORIA,1,976,61,0.0625
DISTRITO,PUE LA NORIA,2,1029,59,0.057337221
DISTRITO,PUE LA NORIA,3,1041,66,0.063400576
DISTRITO,PUE LA NORIA,4,1092,69,0.063186813
DISTRITO,PUE LORETO,1,801,51,0.063670412
DISTRITO,PUE LORETO,2,688,23,0.033430233
DISTRITO,PUE LORETO,3,901,48,0.05327414
DISTRITO,PUE LORETO,4,867,36,0.041522491
DISTRITO,PUERTO VALLARTA,1,979,171,0.174668029
DISTRITO,PUERTO VALLARTA,2,890,123,0.138202247
DISTRITO,PUERTO VALLARTA,3,894,86,0.096196868
DISTRITO,PUERTO VALLARTA,4,941,111,0.117959617
DISTRITO,QUERETARO CORREGIDORA,1,458,27,0.058951965
DISTRITO,QUERETARO CORREGIDORA,2,477,41,0.085953878
DISTRITO,QUERETARO CORREGIDORA,3,590,38,0.06440678
DISTRITO,QUERETARO CORREGIDORA,4,652,62,0.095092025
DISTRITO,QUERETARO SANTIAGO,1,625,48,0.0768
DISTRITO,QUERETARO SANTIAGO,2,674,56,0.083086053
DISTRITO,QUERETARO SANTIAGO,3,693,57,0.082251082
DISTRITO,QUERETARO SANTIAGO,4,630,59,0.093650794
DISTRITO,REYNOSA,2,89,3,0.033707865
DISTRITO,REYNOSA,3,272,23,0.084558824
DISTRITO,REYNOSA,4,430,95,0.220930233
DISTRITO,SALTILLO,1,2019,276,0.136701337
DISTRITO,SALTILLO,2,1699,211,0.1241907
DISTRITO,SALTILLO,3,1770,190,0.107344633
DISTRITO,SALTILLO,4,1840,193,0.104891304
DISTRITO,SAN LUIS POTOSI ORIENTE,1,2807,321,0.114356965
DISTRITO,SAN LUIS POTOSI ORIENTE,2,2509,351,0.139896373
DISTRITO,SAN LUIS POTOSI ORIENTE,3,2507,324,0.129238133
DISTRITO,SAN LUIS POTOSI ORIENTE,4,2717,504,0.185498712
DISTRITO,SAN LUIS POTOSI PONIENTE,1,2112,266,0.12594697
DISTRITO,SAN LUIS POTOSI PONIENTE,2,2054,200,0.097370983
DISTRITO,SAN LUIS POTOSI PONIENTE,3,2285,205,0.089715536
DISTRITO,SAN LUIS POTOSI PONIENTE,4,2423,291,0.120099051
DISTRITO,SANTA FE,1,1184,81,0.068412162
DISTRITO,SANTA FE,2,1121,90,0.080285459
DISTRITO,SANTA FE,3,1247,76,0.060946271
DISTRITO,SANTA FE,4,1132,72,0.06360424
DISTRITO,SATELITE,1,1229,144,0.11716843
DISTRITO,SATELITE,2,1102,128,0.11615245
DISTRITO,SATELITE,3,1309,134,0.10236822
DISTRITO,SATELITE,4,1327,159,0.119819141
DISTRITO,TAMPICO,1,422,42,0.099526066
DISTRITO,TAMPICO,2,576,57,0.098958333
DISTRITO,TAMPICO,3,662,78,0.117824773
DISTRITO,TAMPICO,4,613,64,0.104404568
DISTRITO,TECAMAC,1,1500,125,0.083333333
DISTRITO,TECAMAC,2,1345,92,0.068401487
DISTRITO,TECAMAC,3,1451,91,0.062715369
DISTRITO,TECAMAC,4,1543,108,0.069993519
DISTRITO,TEPIC,1,41,5,0.12195122
DISTRITO,TEPIC,2,69,6,0.086956522
DISTRITO,TEPIC,3,90,4,0.044444444
DISTRITO,TEPIC,4,105,3,0.028571429
DISTRITO,TEXCOCO,1,836,84,0.100478469
DISTRITO,TEXCOCO,2,832,63,0.075721154
DISTRITO,TEXCOCO,3,821,58,0.070645554
DISTRITO,TEXCOCO,4,954,87,0.091194969
DISTRITO,TIJ FRONTERA,1,2287,459,0.200699606
DISTRITO,TIJ FRONTERA,2,2092,324,0.154875717
DISTRITO,TIJ FRONTERA,3,2301,320,0.13906997
DISTRITO,TIJ FRONTERA,4,2170,323,0.148847926
DISTRITO,TIJ PLAYAS,1,1138,105,0.092267135
DISTRITO,TIJ PLAYAS,2,1085,101,0.093087558
DISTRITO,TIJ PLAYAS,3,1257,98,0.077963405
DISTRITO,TIJ PLAYAS,4,1279,135,0.105551212
DISTRITO,TIJ RIO,1,2091,426,0.203730273
DISTRITO,TIJ RIO,2,2113,399,0.188831046
DISTRITO,TIJ RIO,3,2331,478,0.205062205
DISTRITO,TIJ RIO,4,2089,429,0.205361417
DISTRITO,TIJ TECATE,1,2896,557,0.192334254
DISTRITO,TIJ TECATE,2,2455,470,0.191446029
DISTRITO,TIJ TECATE,3,2892,537,0.185684647
DISTRITO,TIJ TECATE,4,2925,659,0.225299145
DISTRITO,TLALNEPANTLA,1,708,57,0.080508475
DISTRITO,TLALNEPANTLA,2,731,66,0.090287278
DISTRITO,TLALNEPANTLA,3,830,78,0.093975904
DISTRITO,TLALNEPANTLA,4,758,82,0.10817942
DISTRITO,TLALPAN,1,1354,115,0.08493353
DISTRITO,TLALPAN,2,1360,103,0.075735294
DISTRITO,TLALPAN,3,1487,110,0.073974445
DISTRITO,TLALPAN,4,1544,119,0.077072539
DISTRITO,TOL LERMA SAN MATEO,1,2038,249,0.122178606
DISTRITO,TOL LERMA SAN MATEO,2,2082,230,0.110470701
DISTRITO,TOL LERMA SAN MATEO,3,2291,228,0.09951986
DISTRITO,TOL LERMA SAN MATEO,4,2152,250,0.116171004
DISTRITO,TOL METEPEC,1,1301,163,0.12528824
DISTRITO,TOL METEPEC,2,1150,168,0.146086957
DISTRITO,TOL METEPEC,3,1145,116,0.101310044
DISTRITO,TOL METEPEC,4,1301,124,0.095311299
DISTRITO,TOL SAN CARLOS,1,2124,215,0.101224105
DISTRITO,TOL SAN CARLOS,2,2079,213,0.102453102
DISTRITO,TOL SAN CARLOS,3,2357,259,0.109885448
DISTRITO,TOL SAN CARLOS,4,2310,269,0.116450216
DISTRITO,TULTEPEC,1,2160,339,0.156944444
DISTRITO,TULTEPEC,2,2255,321,0.142350333
DISTRITO,TULTEPEC,3,2677,407,0.152035861
DISTRITO,TULTEPEC,4,2670,428,0.160299625
DISTRITO,TULTITLAN,1,1448,136,0.093922652
DISTRITO,TULTITLAN,2,1644,177,0.107664234
DISTRITO,TULTITLAN,3,1815,154,0.084848485
DISTRITO,TULTITLAN,4,1929,206,0.106791083
DISTRITO,TUXTLA,1,467,25,0.053533191
DISTRITO,TUXTLA,2,597,27,0.045226131
DISTRITO,TUXTLA,3,675,48,0.071111111
DISTRITO,TUXTLA,4,629,39,0.06200318
DISTRITO,VERACRUZ,1,2639,217,0.082228117
DISTRITO,VERACRUZ,2,1926,154,0.079958463
DISTRITO,VERACRUZ,3,2493,214,0.085840353
DISTRITO,VERACRUZ,4,2073,176,0.08490111
DISTRITO,VILLAHERMOSA,1,335,16,0.047761194
DISTRITO,VILLAHERMOSA,2,315,11,0.034920635
DISTRITO,VILLAHERMOSA,3,330,18,0.054545455
DISTRITO,VILLAHERMOSA,4,444,18,0.040540541
DISTRITO,XALAPA,1,1073,46,0.042870457
DISTRITO,XALAPA,2,939,46,0.048988285
DISTRITO,XALAPA,3,1259,49,0.038919778
DISTRITO,XALAPA,4,1159,43,0.037100949
DISTRITO,XOCHIMILCO,1,1484,132,0.088948787
DISTRITO,XOCHIMILCO,2,1402,134,0.095577746
DISTRITO,XOCHIMILCO,3,1679,130,0.07742704
DISTRITO,XOCHIMILCO,4,1667,142,0.085182963
REGION,BAJIO,1,6729,710,0.105513449
REGION,BAJIO,2,6079,579,0.095245929
REGION,BAJIO,3,7155,623,0.087071978
REGION,BAJIO,4,7439,743,0.099879016
REGION,CDMX NORORIENTE,1,7389,823,0.111381784
REGION,CDMX NORORIENTE,2,7139,716,0.100294159
REGION,CDMX NORORIENTE,3,8041,823,0.102350454
REGION,CDMX NORORIENTE,4,8221,892,0.108502615
REGION,CDMX NORPONIENTE,1,8140,873,0.107248157
REGION,CDMX NORPONIENTE,2,8076,802,0.099306587
REGION,CDMX NORPONIENTE,3,9197,838,0.091116668
REGION,CDMX NORPONIENTE,4,9304,978,0.105116079
REGION,CDMX ORIENTE,1,11263,896,0.079552517
REGION,CDMX ORIENTE,2,10756,742,0.068984753
REGION,CDMX ORIENTE,3,11944,833,0.06974213
REGION,CDMX ORIENTE,4,12247,925,0.075528701
REGION,CDMX PONIENTE CONDESA,1,4615,461,0.099891658
REGION,CDMX PONIENTE CONDESA,2,4548,447,0.09828496
REGION,CDMX PONIENTE CONDESA,3,5189,455,0.087685489
REGION,CDMX PONIENTE CONDESA,4,5396,505,0.093587843
REGION,CDMX PONIENTE PEDREGAL,1,5947,492,0.082730789
REGION,CDMX PONIENTE PEDREGAL,2,6023,515,0.085505562
REGION,CDMX PONIENTE PEDREGAL,3,6545,482,0.073644003
REGION,CDMX PONIENTE PEDREGAL,4,6420,491,0.076479751
REGION,NORESTE-CENTRO,1,11332,1683,0.148517473
REGION,NORESTE-CENTRO,2,10621,1558,0.146690519
REGION,NORESTE-CENTRO,3,11460,1568,0.136823735
REGION,NORESTE-CENTRO,4,12740,1921,0.150784929
REGION,NORESTE-FRONTERA,1,2019,276,0.136701337
REGION,NORESTE-FRONTERA,2,1788,214,0.119686801
REGION,NORESTE-FRONTERA,3,2042,213,0.1043095
REGION,NORESTE-FRONTERA,4,2281,290,0.127137221
REGION,NORESTE-HUASTECA,1,6805,756,0.111094783
REGION,NORESTE-HUASTECA,2,6655,755,0.113448535
REGION,NORESTE-HUASTECA,3,7162,753,0.10513823
REGION,NORESTE-HUASTECA,4,7619,1028,0.134925843
REGION,NORTE,1,10386,1708,0.164452147
REGION,NORTE,2,9623,1451,0.150784579
REGION,NORTE,3,11142,1624,0.145754802
REGION,NORTE,4,10904,1753,0.160766691
REGION,OCCIDENTE 1,1,9629,1623,0.168553328
REGION,OCCIDENTE 1,2,9441,1425,0.150937401
REGION,OCCIDENTE 1,3,11008,1652,0.150072674
REGION,OCCIDENTE 1,4,11238,1763,0.156878448
REGION,OCCIDENTE 2,1,14613,2141,0.146513378
REGION,OCCIDENTE 2,2,14754,1901,0.128846415
REGION,OCCIDENTE 2,3,15773,1879,0.119127623
REGION,OCCIDENTE 2,4,16103,2059,0.127864373
REGION,ORIENTE GOLFO,1,5966,413,0.069225612
REGION,ORIENTE GOLFO,2,5002,308,0.06157537
REGION,ORIENTE GOLFO,3,6146,403,0.065571103
REGION,ORIENTE GOLFO,4,5534,348,0.06288399
REGION,ORIENTE PACIFICO,1,4397,289,0.065726632
REGION,ORIENTE PACIFICO,2,4204,238,0.05661275
REGION,ORIENTE PACIFICO,3,4878,287,0.058835588
REGION,ORIENTE PACIFICO,4,4823,262,0.054323035
REGION,PACIFICO,1,10904,1981,0.181676449
REGION,PACIFICO,2,10468,1810,0.17290791
REGION,PACIFICO,3,11594,1736,0.14973262
REGION,PACIFICO,4,11703,1752,0.149705204
REGION,SURESTE,1,5709,561,0.098265896
REGION,SURESTE,2,5767,524,0.0908618
REGION,SURESTE,3,6644,640,0.096327514
REGION,SURESTE,4,6547,646,0.098671147
REGION,TOLUCA,1,5463,627,0.114772103
REGION,TOLUCA,2,5311,611,0.115044248
REGION,TOLUCA,3,5793,603,0.104091144
REGION,TOLUCA,4,5763,643,0.111573833